signal_date,ticker,foreign_5d,inst_5d,score,contraction_ratio,entry_price,status,exit_price,exit_date,return_pct,hold_days
2026-02-05,017040,252265,-132,72.8,0.5,1468.0,CLOSED,1480.0,2026-02-10,0.82,5
2026-02-05,017510,138039,8785,75.8,0.648,10410.0,CLOSED,10180.0,2026-02-10,-2.21,5
2026-02-05,019210,66214,-9892,63.8,0.51,5400.0,CLOSED,9570.0,2026-02-10,77.22,5
2026-02-05,023800,60200,-8253,69.0,0.403,7240.0,CLOSED,7390.0,2026-02-10,2.07,5
2026-02-05,024740,141023,0,76.5,0.385,2390.0,CLOSED,2320.0,2026-02-10,-2.93,5
2026-02-05,024880,144428,-3782,74.8,0.415,6240.0,CLOSED,6060.0,2026-02-10,-2.88,5
2026-02-05,025540,82433,-66097,61.6,0.585,74900.0,CLOSED,73700.0,2026-02-10,-1.6,5
2026-02-05,025980,2037421,-151919,81.43600000000002,0.585,7940.0,CLOSED,8480.0,2026-02-10,6.8,5
2026-02-05,027580,217249,0,78.1,0.525,808.0,CLOSED,783.0,2026-02-10,-3.09,5
2026-02-05,028260,295505,-93969,73.8,0.704,316500.0,CLOSED,289500.0,2026-02-06,-8.53,1
2026-02-05,031210,142057,32378,65.1,0.732,51600.0,CLOSED,54800.0,2026-02-10,6.2,5
2026-02-05,031820,135073,-4916,74.3,0.684,603.0,CLOSED,612.0,2026-02-10,1.49,5
2026-02-05,032820,191139,-1196269,87.3,0.5,9350.0,CLOSED,9530.0,2026-02-10,1.93,5
2026-02-05,033130,58423,0,75.5,0.684,2080.0,CLOSED,1797.0,2026-02-05,-13.61,0
2026-02-05,033340,1192197,0,82.4,0.723,1720.0,CLOSED,1822.0,2026-02-10,5.93,5
2026-02-05,033530,199645,-113718,74.0,0.73,10800.0,CLOSED,10650.0,2026-02-10,-1.39,5
2026-02-05,033780,127681,-166508,66.9,0.46,143500.0,CLOSED,168600.0,2026-02-10,17.49,5
2026-02-05,034020,326532,-1604024,78.2,0.764,90600.0,CLOSED,95500.0,2026-02-10,5.41,5
2026-02-05,036170,116670,0,75.6,0.675,1750.0,CLOSED,1626.0,2026-02-06,-7.09,1
2026-02-05,036460,100831,-162719,61.5,0.362,39100.0,CLOSED,41450.0,2026-02-10,6.01,5
2026-02-05,037270,349053,-90814,77.0,0.634,7100.0,CLOSED,7280.0,2026-02-10,2.54,5
2026-02-05,038110,326852,-122,75.6,0.625,3205.0,CLOSED,3295.0,2026-02-10,2.81,5
2026-02-05,038540,86778,54352,67.5,0.503,1945.0,CLOSED,1904.0,2026-02-10,-2.11,5
2026-02-05,039980,334738,0,67.6,0.434,1800.0,CLOSED,1718.0,2026-02-10,-4.56,5
2026-02-05,040300,114901,0,69.8,0.368,3570.0,CLOSED,3440.0,2026-02-10,-3.64,5
2026-02-05,041440,112969,1,64.0,0.783,8120.0,CLOSED,8760.0,2026-02-10,7.88,5
2026-02-05,041910,81115,22,70.7,0.602,6660.0,CLOSED,6490.0,2026-02-10,-2.55,5
2026-02-05,042370,127390,743,73.3,0.575,10800.0,CLOSED,10030.0,2026-02-05,-7.13,0
2026-02-05,043370,120727,27502,64.2,0.31,12420.0,CLOSED,12220.0,2026-02-10,-1.61,5
2026-02-05,044490,59040,6828,71.8,0.678,32150.0,CLOSED,29750.0,2026-02-05,-7.47,0
2026-02-05,045390,648873,280,78.2,0.778,4360.0,CLOSED,4480.0,2026-02-10,2.75,5
2026-02-05,047050,472469,425026,87.3,0.535,68300.0,CLOSED,64100.0,2026-02-10,-6.15,5
