signal_date,ticker,foreign_5d,inst_5d,score,contraction_ratio,entry_price,status,exit_price,exit_date,return_pct,hold_days
2026-02-05,047310,99796,-7269,74.2,0.373,6400.0,CLOSED,6100.0,2026-02-10,-4.69,5
2026-02-05,047770,495502,0,68.5,0.774,3045.0,CLOSED,3910.0,2026-02-10,28.41,5
2026-02-05,048770,65786,0,74.9,0.661,3470.0,CLOSED,4082.0,2026-02-10,17.64,5
2026-02-05,049630,945931,-807,78.2,0.472,5430.0,CLOSED,4710.0,2026-02-05,-13.26,0
2026-02-05,049950,76128,2,64.8,0.611,18290.0,CLOSED,16840.0,2026-02-06,-7.93,1
2026-02-05,051160,133029,-12959,66.4,0.548,7770.0,CLOSED,7320.0,2026-02-10,-5.79,5
2026-02-05,052020,195061,0,63.5,0.767,8430.0,CLOSED,8440.0,2026-02-10,0.12,5
2026-02-05,053270,104989,15133,74.3,0.415,2500.0,CLOSED,2450.0,2026-02-10,-2.0,5
2026-02-05,053450,74926,-206,75.2,0.487,6220.0,CLOSED,5780.0,2026-02-06,-7.07,1
2026-02-05,054220,168284,0,74.0,0.425,434.0,CLOSED,613.0,2026-02-10,41.24,5
2026-02-05,054540,151591,-378,75.9,0.749,15450.0,CLOSED,13940.0,2026-02-05,-9.77,0
2026-02-05,064820,74041,780,65.9,0.614,11760.0,CLOSED,10570.0,2026-02-06,-10.12,1
2026-02-05,065450,94202,6,77.7,0.759,3975.0,CLOSED,3895.0,2026-02-10,-2.01,5
2026-02-05,066570,550647,-247642,75.5,0.678,102800.0,CLOSED,102400.0,2026-02-10,-0.39,5
2026-02-05,066575,78091,-4995,66.1,0.585,51000.0,CLOSED,50200.0,2026-02-10,-1.57,5
2026-02-05,069260,63744,-38193,64.6,0.513,18670.0,CLOSED,21200.0,2026-02-10,13.55,5
2026-02-05,069920,171412,0,61.9,0.662,685.0,CLOSED,668.0,2026-02-10,-2.48,5
2026-02-05,071090,134346,-68,73.7,0.371,3745.0,CLOSED,3720.0,2026-02-10,-0.67,5
2026-02-05,080470,345827,-12046,64.7,0.79,4510.0,CLOSED,4380.0,2026-02-10,-2.88,5
2026-02-05,081150,67814,69235,72.5,0.603,3165.0,CLOSED,3165.0,2026-02-10,0.0,5
2026-02-05,082210,101988,0,61.8,0.778,2020.0,CLOSED,1998.0,2026-02-10,-1.09,5
2026-02-05,082740,524757,-218556,86.6,0.672,59400.0,CLOSED,53000.0,2026-02-06,-10.77,1
2026-02-05,082920,245978,-238328,68.8,0.53,20650.0,CLOSED,21700.0,2026-02-10,5.08,5
2026-02-05,084690,139948,-6122,68.2,0.479,10070.0,CLOSED,10030.0,2026-02-10,-0.4,5
2026-02-05,085310,418880,-252,75.9,0.542,1207.0,CLOSED,1115.0,2026-02-05,-7.62,0
2026-02-05,085670,124071,54927,76.8,0.65,6830.0,CLOSED,6260.0,2026-02-06,-8.35,1
2026-02-05,086890,139721,-11005,73.4,0.555,5710.0,CLOSED,5310.0,2026-02-06,-7.01,1
2026-02-05,090360,110769,38664,73.2,0.641,78500.0,CLOSED,79000.0,2026-02-10,0.64,5
2026-02-05,092460,147229,14526,70.8,0.696,17230.0,CLOSED,15820.0,2026-02-05,-8.18,0
2026-02-05,094820,201862,15745,73.9,0.416,13530.0,CLOSED,16820.0,2026-02-10,24.32,5
2026-02-05,094850,67196,-121,64.0,0.317,5860.0,CLOSED,6040.0,2026-02-10,3.07,5
2026-02-05,095660,65921,22489,65.6,0.766,25450.0,CLOSED,28750.0,2026-02-10,12.97,5
2026-02-05,100250,73969,-1430,62.4,0.516,3005.0,CLOSED,3180.0,2026-02-10,5.82,5
2026-02-05,104620,75771,0,67.3,0.684,5250.0,CLOSED,5510.0,2026-02-10,4.95,5
2026-02-05,105740,69896,-1645,68.7,0.731,10260.0,CLOSED,10170.0,2026-02-10,-0.88,5
2026-02-05,109960,101888,0,69.9,0.758,245.0,CLOSED,240.0,2026-02-10,-2.04,5
2026-02-05,115440,164759,-1119,74.8,0.526,7810.0,CLOSED,7760.0,2026-02-10,-0.64,5
2026-02-05,123690,108116,1495,76.1,0.708,10810.0,CLOSED,10600.0,2026-02-10,-1.94,5
2026-02-05,124560,51118,-997,66.2,0.568,2740.0,CLOSED,2700.0,2026-02-10,-1.46,5
2026-02-05,126600,87541,-185,63.7,0.48,4185.0,CLOSED,4110.0,2026-02-10,-1.79,5
2026-02-05,142210,270562,-472,76.2,0.549,6810.0,CLOSED,6190.0,2026-02-06,-9.1,1
2026-02-05,148150,139403,-134,65.9,0.63,5060.0,CLOSED,5120.0,2026-02-10,1.19,5
2026-02-05,158430,119314,-2201,67.3,0.725,6300.0,CLOSED,7760.0,2026-02-10,23.17,5
2026-02-05,192820,85446,-32360,65.3,0.633,196800.0,CLOSED,207500.0,2026-02-10,5.44,5
2026-02-05,214320,79238,-56493,65.2,0.586,18480.0,CLOSED,19680.0,2026-02-10,6.49,5
2026-02-05,214370,52459,-22012,64.5,0.612,69900.0,CLOSED,119000.0,2026-02-10,70.24,5
2026-02-05,219550,332424,0,66.1,0.678,2075.0,CLOSED,1894.0,2026-02-06,-8.72,1
2026-02-05,223250,115410,-1195,75.7,0.655,6330.0,CLOSED,6160.0,2026-02-10,-2.69,5
2026-02-05,232680,67165,10426,73.1,0.361,14860.0,CLOSED,18240.0,2026-02-10,22.75,5
2026-02-05,242040,162685,0,65.4,0.664,1542.0,CLOSED,2775.0,2026-02-10,79.96,5
2026-02-05,243840,142700,12847,65.4,0.754,5130.0,CLOSED,6190.0,2026-02-10,20.66,5
2026-02-05,256840,239049,68944,74.9,0.724,4820.0,CLOSED,4670.0,2026-02-10,-3.11,5
2026-02-05,263600,91549,-4930,65.6,0.784,5100.0,CLOSED,4910.0,2026-02-10,-3.73,5
2026-02-05,264850,251917,-3000,74.3,0.546,7370.0,CLOSED,7890.0,2026-02-10,7.06,5
2026-02-05,267250,58519,-15801,69.5,0.452,241500.0,CLOSED,244500.0,2026-02-10,1.24,5
2026-02-05,267260,70918,-17561,66.5,0.8,924000.0,CLOSED,840000.0,2026-02-06,-9.09,1
2026-02-05,270660,124842,-213588,72.4,0.36,22850.0,CLOSED,25900.0,2026-02-10,13.35,5
2026-02-05,282330,105670,-18465,63.5,0.588,123300.0,CLOSED,122800.0,2026-02-10,-0.41,5
2026-02-05,295310,210882,73644,76.2,0.606,92000.0,CLOSED,77800.0,2026-02-05,-15.43,0
2026-02-05,317120,117467,0,60.5,0.765,2235.0,CLOSED,2065.0,2026-02-06,-7.61,1
2026-02-05,319400,995702,183397,81.43600000000002,0.782,28850.0,CLOSED,30350.0,2026-02-10,5.2,5
2026-02-05,322180,267379,-2408,72.2,0.723,9430.0,CLOSED,8560.0,2026-02-06,-9.23,1
2026-02-05,326030,53755,-173789,63.3,0.753,115100.0,CLOSED,110100.0,2026-02-10,-4.34,5
2026-02-05,330350,123080,6,75.8,0.507,8760.0,CLOSED,8780.0,2026-02-10,0.23,5
2026-02-05,332290,71705,0,61.3,0.569,1140.0,CLOSED,1239.0,2026-02-10,8.68,5
2026-02-05,336060,69874,765,71.7,0.693,1039.0,CLOSED,1063.0,2026-02-10,2.31,5
2026-02-05,348080,93277,-2300,67.7,0.738,1149.0,CLOSED,1049.0,2026-02-06,-8.7,1
2026-02-05,348950,81230,393933,79.4,0.687,2825.0,CLOSED,2360.0,2026-02-05,-16.46,0
2026-02-05,352820,270141,-250543,71.4,0.667,369500.0,CLOSED,377000.0,2026-02-10,2.03,5
2026-02-05,357880,189628,-42577,75.5,0.757,1841.0,CLOSED,1520.0,2026-02-05,-17.44,0
2026-02-05,362320,71584,-891,68.5,0.478,5850.0,CLOSED,5870.0,2026-02-10,0.34,5
2026-02-05,372320,96855,-33554,62.9,0.731,51700.0,CLOSED,47500.0,2026-02-06,-8.12,1
2026-02-05,377220,67377,3,74.1,0.639,1399.0,CLOSED,1499.0,2026-02-10,7.15,5
2026-02-05,378850,56744,8586,68.3,0.47,3580.0,CLOSED,3600.0,2026-02-10,0.56,5
2026-02-05,382480,182739,0,65.8,0.672,2465.0,CLOSED,2410.0,2026-02-10,-2.23,5
2026-02-05,382900,107298,-2484,65.6,0.759,33950.0,CLOSED,32550.0,2026-02-10,-4.12,5
2026-02-05,388050,111287,23280,70.2,0.413,8130.0,CLOSED,9500.0,2026-02-10,16.85,5
2026-02-05,393890,51874,10609,61.4,0.63,6480.0,CLOSED,9040.0,2026-02-10,39.51,5
2026-02-05,402340,93388,-49984,74.6,0.439,427000.0,CLOSED,567000.0,2026-02-10,32.79,5
2026-02-05,402490,68074,-152,69.4,0.721,8680.0,CLOSED,8850.0,2026-02-10,1.96,5
2026-02-05,403490,82513,0,63.2,0.5,1505.0,CLOSED,1515.0,2026-02-10,0.66,5
2026-02-05,407400,88227,0,72.3,0.515,4765.0,CLOSED,4835.0,2026-02-10,1.47,5
2026-02-05,419050,85759,0,74.2,0.495,1753.0,CLOSED,1783.0,2026-02-10,1.71,5
2026-02-05,441270,71490,242853,72.4,0.643,10050.0,CLOSED,10400.0,2026-02-10,3.48,5
2026-02-05,452280,80949,2472,69.6,0.528,10910.0,CLOSED,10050.0,2026-02-06,-7.88,1
2026-02-05,457190,67939,27588,70.3,0.783,60800.0,CLOSED,103000.0,2026-02-10,69.41,5
2026-02-05,900250,126451,0,64.7,0.773,691.0,CLOSED,669.0,2026-02-10,-3.18,5
2026-02-05,900260,144954,0,73.6,0.077,1576.0,CLOSED,1583.0,2026-02-10,0.44,5
2026-02-05,950170,232190,-98707,70.5,0.514,5500.0,CLOSED,5410.0,2026-02-10,-1.64,5
2026-02-06,000100,171359,-96887,69.7,0.776,104800.0,CLOSED,108200.0,2026-02-11,3.24,5
2026-02-06,000720,156525,15926,80.5,0.476,106600.0,CLOSED,112000.0,2026-02-11,5.07,5
2026-02-06,001680,148065,-14337,65.2,0.733,22250.0,CLOSED,23000.0,2026-02-11,3.37,5
2026-02-06,002870,71807,340,67.3,0.696,1112.0,CLOSED,1140.0,2026-02-11,2.52,5
2026-02-06,005010,218325,-3598,75.4,0.356,4245.0,CLOSED,4290.0,2026-02-11,1.06,5
2026-02-06,005490,57240,78495,77.9,0.52,359500.0,CLOSED,371000.0,2026-02-11,3.2,5
2026-02-06,006400,178119,-188979,79.6,0.406,370000.0,CLOSED,381000.0,2026-02-11,2.97,5
2026-02-06,009730,320501,1965,75.8,0.775,633.0,CLOSED,603.0,2026-02-11,-4.74,5
